url,Name,Rates,Reviews,Type,Phone,Neighborhood,Website,direction
https://www.google.com/maps/place/%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D8%AD%D8%B6%D9%86+%D9%85%D8%A7%D9%85%D8%A7+%D9%85%D9%86%D9%8A%D8%B1%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f11b7afe1e225:0xc76b7d3f1aa8ca0f!8m2!3d24.5404811!4d46.6546613!16s%2Fg%2F11tsv504dn!19sChIJJeLhr7cRLz4RD8qoGj99a8c?authuser=0&hl=ar&rclk=1,حضانة حضن ماما منيرة,5.0,(5),حضانة أطفال,053 473 1317,الحزم,,جنوب الرياض
https://www.google.com/maps/place/%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D8%A7%D9%84%D9%83%D9%88%D8%AE+%D8%A7%D9%84%D8%B1%D9%8A%D9%81%D9%8A+%D8%A7%D9%84%D9%85%D9%86%D8%B2%D9%84%D9%8A%D9%87%E2%80%AD/data=!4m7!3m6!1s0x3e2f11718bed2fb1:0x1e84b4eb4d1328c9!8m2!3d24.5370504!4d46.6430743!16s%2Fg%2F11sbtz0wt3!19sChIJsS_ti3ERLz4RySgTTeu0hB4?authuser=0&hl=ar&rclk=1,حضانة الكوخ الريفي المنزليه,4.3,(3),حضانة أطفال,056 884 0144,الحزم,,جنوب الرياض
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D8%B7%D9%81%D9%84+%D8%A7%D9%84%D8%A8%D8%B7%D9%84+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2f09a1230d05b3:0x19c7dd8497f8f249!8m2!3d24.5901886!4d46.766061!16s%2Fg%2F11q23hby6c!19sChIJswUNI6EJLz4RSfL4l4Tdxxk?authuser=0&hl=ar&rclk=1,مركز الطفل البطل لضيافة الأطفال,4.3,(153),حضانة أطفال,059 667 2881,العزيزية,,جنوب الرياض
https://www.google.com/maps/place/%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D9%81%D8%B1%D8%AD+%D8%A7%D9%84%D9%85%D9%86%D8%B2%D9%84%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f095a6b31c0e7:0x2ccd06821eca7956!8m2!3d24.5777422!4d46.7643631!16s%2Fg%2F11tshgxkgz!19sChIJ58Axa1oJLz4RVnnKHoIGzSw?authuser=0&hl=ar&rclk=1,حضانة فرح المنزلية,4.6,(17),حضانة أطفال,053 854 2701,العزيزية,,جنوب الرياض
https://www.google.com/maps/place/%D8%A7%D9%84%D8%B1%D9%88%D8%B6%D9%87+%D8%A7%D9%84%D8%AE%D8%A7%D9%85%D8%B3%D8%A9+%D8%B9%D8%B4%D8%B1+%28%D9%A1%D9%A5%29%E2%80%AD/data=!4m7!3m6!1s0x3e2f0960d4db722d:0xa99ceb1ce071bd3a!8m2!3d24.5880022!4d46.7664616!16s%2Fg%2F11hdt55v9f!19sChIJLXLb1GAJLz4ROr1x4BzrnKk?authuser=0&hl=ar&rclk=1,الروضه الخامسة عشر (١٥),2.5,(42),مدرسة,053 133 6065,العزيزية,,جنوب الرياض
https://www.google.com/maps/place/%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D9%88%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%83%D8%B4%D9%81+%D8%A7%D9%84%D8%B5%D8%BA%D9%8A%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x3e2f098a8abab723:0x9ca4dc7b4ce5b972!8m2!3d24.5721743!4d46.7533644!16s%2Fg%2F11fd8gd6jl!19sChIJI7e6iooJLz4RcrnlTHvcpJw?authuser=0&hl=ar&rclk=1,حضانة ومركز المستكشف الصغير,4.5,(48),حضانة أطفال,055 952 6329,العزيزية,,جنوب الرياض
https://www.google.com/maps/place/%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D8%A7%D9%84%D8%B7%D9%81%D9%84+%D8%A7%D9%84%D9%85%D9%85%D9%8A%D8%B2%E2%80%AD/data=!4m7!3m6!1s0x3e2f090020c8c0fb:0xf7c672d9b8a7e818!8m2!3d24.5742385!4d46.7734883!16s%2Fg%2F11w9yczcdm!19sChIJ-8DIIAAJLz4RGOinuNlyxvc?authuser=0&hl=ar&rclk=1,حضانة الطفل المميز,5.0,(4),حضانة أطفال,053 760 4150,العزيزية,,جنوب الرياض
https://www.google.com/maps/place/%D8%AF%D9%86%D9%8A%D8%A7+%D8%A7%D9%84%D8%A7%D9%86%D8%A7%D9%82%D9%87%E2%80%AD/data=!4m7!3m6!1s0x3e2f091451c872d5:0xb8dd069347c12a!8m2!3d24.5712043!4d46.7533848!16s%2Fg%2F11pypq2ddk!19sChIJ1XLIURQJLz4RKsFHkwbduAA?authuser=0&hl=ar&rclk=1,دنيا الاناقه,4.1,(10),حضانة أطفال,,العزيزية,,جنوب الرياض
https://www.google.com/maps/place/%D8%AF%D8%A7%D8%B1+%D8%A7%D9%84%D9%81%D8%B1%D9%82%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x3e2f08fd400b263d:0x6a252eb26e72e50e!8m2!3d24.5916204!4d46.7780776!16s%2Fg%2F11c5bjkrh5!19sChIJPSYLQP0ILz4RDuVybrIuJWo?authuser=0&hl=ar&rclk=1,دار الفرقان,4.7,(94),مدرسة,050 645 4654,العزيزية,,جنوب الرياض
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D8%B4%D8%B1%D9%88%D9%82%E2%80%AD/data=!4m7!3m6!1s0x3e2f0959656f86cd:0x1e1c95ef12333fc3!8m2!3d24.5972764!4d46.7618739!16s%2Fg%2F11vycrvw_l!19sChIJzYZvZVkJLz4Rwz8zEu-VHB4?authuser=0&hl=ar&rclk=1,مركز الشروق,4.9,(17),حضانة أطفال,059 078 5161,العزيزية,,جنوب الرياض
https://www.google.com/maps/place/%D8%A7%D9%84%D8%B1%D9%88%D8%B6%D8%A9+92%E2%80%AD/data=!4m7!3m6!1s0x3e2f092288276267:0xc5589c38ea54f9b5!8m2!3d24.579177!4d46.7664911!16s%2Fg%2F11ggs6wvrf!19sChIJZ2IniCIJLz4RtflU6jicWMU?authuser=0&hl=ar&rclk=1,الروضة 92,2.8,(27),مدرسة,011 213 5905,العزيزية,,جنوب الرياض
https://www.google.com/maps/place/%D8%B1%D9%88%D8%B6%D8%A9+%D8%A7%D8%B7%D9%81%D8%A7%D9%84+%D8%A7%D9%87%D9%84%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f097e58c044d7:0x1dc72c2fac8559b8!8m2!3d24.578706!4d46.7514212!16s%2Fg%2F11l1n26167!19sChIJ10TAWH4JLz4RuFmFrC8sxx0?authuser=0&hl=ar&rclk=1,روضة اطفال اهلية,4.4,(20),حضانة أطفال,055 315 7669,العزيزية,,جنوب الرياض
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D8%B7%D9%81%D9%88%D9%84%D8%A9+%D8%A7%D9%84%D9%85%D8%B2%D8%AF%D9%87%D8%B1%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f09469f3d4315:0xab42e983c71d64b7!8m2!3d24.5860322!4d46.7865359!16s%2Fg%2F11s2lmh7nn!19sChIJFUM9n0YJLz4Rt2Qdx4PpQqs?authuser=0&hl=ar&rclk=1,مركز الطفولة المزدهرة,2.8,(9),رياض أطفال,054 261 6395,العزيزية,,جنوب الرياض
https://www.google.com/maps/place/%D8%B1%D9%88%D8%B6%D8%A9+%D9%85%D9%8A%D8%B1%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2f0928df729b2d:0x29e1136f77cc1e23!8m2!3d24.5784695!4d46.7552124!16s%2Fg%2F11gg97hhh9!19sChIJLZty3ygJLz4RIx7Md28T4Sk?authuser=0&hl=ar&rclk=1,روضة ميرال,1.3,(4),مدرسة,055 226 4551,العزيزية,,جنوب الرياض
https://www.google.com/maps/place/%D8%B1%D9%88%D8%B6%D8%A9+%D8%A7%D9%84%D8%A3%D8%AF%D8%A7%D8%A8+%D8%A7%D9%84%D9%86%D9%85%D9%88%D8%B0%D8%AC%D9%8A%D8%A9+%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f0913e0cb400f:0xb920b7e2fa0d24e0!8m2!3d24.5740924!4d46.7731567!16s%2Fg%2F11c1s0k1wm!19sChIJD0DL4BMJLz4R4CQN-uK3ILk?authuser=0&hl=ar&rclk=1,روضة الأداب النموذجية الأهلية,4.4,(95),مدرسة,050 368 5492,العزيزية,,جنوب الرياض
https://www.google.com/maps/place/%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D9%85%D9%88%D9%84%D9%8A+%D8%A7%D9%84%D9%85%D9%86%D8%B2%D9%84%D9%8A%D8%A9+%F0%9F%91%BC%F0%9F%8F%BB%E2%80%AD/data=!4m7!3m6!1s0x3e2f095339fcc4e7:0xe95e7a226a47f6a9!8m2!3d24.5763291!4d46.7983601!16s%2Fg%2F11vrcm155k!19sChIJ58T8OVMJLz4RqfZHaiJ6Xuk?authuser=0&hl=ar&rclk=1,حضانة مولي المنزلية 👼🏻,4.4,(23),حضانة أطفال,055 971 8182,العزيزية,,جنوب الرياض
https://www.google.com/maps/place/%D9%85%D8%AF%D8%A7%D8%B1%D8%B3+%D8%B9%D8%A7%D9%84%D9%85%D9%8A%D8%A9+%D9%86%D9%85%D9%88%D8%B0%D8%AC%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f096350c72e0b:0x47ff29607b8ea15c!8m2!3d24.5953014!4d46.7780174!16s%2Fg%2F11tfw1dyc2!19sChIJCy7HUGMJLz4RXKGOe2Ap_0c?authuser=0&hl=ar&rclk=1,مدارس عالمية نموذجية,2.8,(6),رياض أطفال,,العزيزية,,جنوب الرياض
https://www.google.com/maps/place/Creative+Kids+Nursery/data=!4m7!3m6!1s0x3e45dba78c53045d:0x874e884e190aa776!8m2!3d25.2553852!4d51.445025!16s%2Fg%2F11fl9lv5h0!19sChIJXQRTjKfbRT4RdqcKGU6IToc?authuser=0&hl=ar&rclk=1,Creative Kids Nursery,4.9,(11),حضانة أطفال,+974 3317 5106,العزيزية,,جنوب الرياض
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%86%D8%A7%D9%85%D9%84+%D8%A7%D9%84%D8%A7%D8%A8%D8%AF%D8%A7%D8%B9+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A7%D8%B7%D9%81%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e49dbda5608147b:0x78cb189a92b00a12!8m2!3d26.1618264!4d50.1461628!16s%2Fg%2F11fhnfdrm7!19sChIJexQIVtrbST4REgqwkpoYy3g?authuser=0&hl=ar&rclk=1,مركز انامل الابداع لضيافة الاطفال,4.5,(52),حضانة أطفال,050 922 7239,العزيزية,,جنوب الرياض
https://www.google.com/maps/place/%D9%85%D8%AF%D8%B1%D8%B3%D8%A9+%D8%A2%D8%B3%D9%8A%D8%A7+%D8%A8%D9%86%D8%AA+%D9%85%D8%B2%D8%A7%D8%AD%D9%85+%D8%A7%D9%84%D9%86%D8%B3%D8%A7%D8%A6%D9%8A%D8%A9%28+%D8%B1%D9%88%D8%B6%D8%A9+%D8%A2%D8%B3%D9%8A%D8%A7+%D8%A7%D9%84%D8%B5%D8%A8%D8%A7%D8%AD%D9%8A%D8%A9%29%E2%80%AD/data=!4m7!3m6!1s0x3e2f09191d9e4769:0xa8723527506b4bab!8m2!3d24.5806703!4d46.7698509!16s%2Fg%2F1q62l7bzw!19sChIJaUeeHRkJLz4Rq0trUCc1cqg?authuser=0&hl=ar&rclk=1,مدرسة آسيا بنت مزاحم النسائية( روضة آسيا الصباحية),4.5,(92),مؤسسة دينية,050 096 7111,العزيزية,,جنوب الرياض
https://www.google.com/maps/place/%D8%B1%D9%88%D8%B6%D8%A915%E2%80%AD/data=!4m7!3m6!1s0x3e2f09b790e2440d:0xeec8e097c22981c6!8m2!3d24.5878998!4d46.7661824!16s%2Fg%2F11y1j9y5_f!19sChIJDUTikLcJLz4RxoEpwpfgyO4?authuser=0&hl=ar&rclk=1,روضة15,,,رياض أطفال,,العزيزية,,جنوب الرياض
https://www.google.com/maps/place/%D8%AA%D8%AE%D8%A7%D8%B7%D8%A8+%D9%88%D8%B5%D8%B9%D9%88%D8%A8%D9%87+%D8%A7%D9%84%D9%86%D8%B7%D9%82+%D9%88%D8%A7%D9%84%D8%AA%D8%B9%D9%84%D9%85%E2%80%AD/data=!4m7!3m6!1s0x3e2f09d687469279:0xc0d0f68c9485abe!8m2!3d24.6023844!4d46.7686787!16s%2Fg%2F11rkjc2rkx!19sChIJeZJGh9YJLz4RvlpIyWgPDQw?authuser=0&hl=ar&rclk=1,تخاطب وصعوبه النطق والتعلم,3.3,(6),حضانة أطفال,,العزيزية,,جنوب الرياض
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D9%81%D8%B1%D8%A7%D8%B4%D8%A7%D8%AA+%D8%B5%D8%BA%D9%8A%D8%B1%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f090012b56891:0xc365ecb9f6edf765!8m2!3d24.5533256!4d46.7791148!16s%2Fg%2F11y2fbq0h2!19sChIJkWi1EgAJLz4RZfft9rnsZcM?authuser=0&hl=ar&rclk=1,مركز فراشات صغيرة,5.0,(8),حضانة أطفال,053 737 6906,الدار البيضاء,,جنوب الرياض
https://www.google.com/maps/place/%D8%B1%D9%88%D8%B6%D9%87%E2%80%AD/data=!4m7!3m6!1s0x3e2f090a3bc2ce07:0xf72ba1944e4925d2!8m2!3d24.5533304!4d46.7791083!16s%2Fg%2F11st8dxhtl!19sChIJB87COwoJLz4R0iVJTpShK_c?authuser=0&hl=ar&rclk=1,روضه,3.0,(3),حضانة أطفال,,الدار البيضاء,,جنوب الرياض
https://www.google.com/maps/place/%D8%B1%D9%88%D8%B6%D8%A9+%D8%AA%D8%B9%D9%84%D9%8A%D9%85+%D8%A7%D9%84%D8%A5%D8%A8%D8%AF%D8%A7%D8%B9+%D8%A8%D8%A7%D9%84%D8%AF%D8%A7%D8%B1+%D8%A7%D9%84%D8%A8%D9%8A%D8%B6%D8%A7%D8%A1%E2%80%AD/data=!4m7!3m6!1s0x3e2f092fefea7a61:0xf19845c2bf3581bb!8m2!3d24.5640749!4d46.791783!16s%2Fg%2F11tc8kn681!19sChIJYXrq7y8JLz4Ru4E1v8JFmPE?authuser=0&hl=ar&rclk=1,روضة تعليم الإبداع بالدار البيضاء,3.6,(7),رياض أطفال,053 223 2429,الدار البيضاء,,جنوب الرياض
https://www.google.com/maps/place/%D9%85%D9%8F%D8%AF%D8%B1%D9%91%D9%90%D8%B3%D8%A9+%D8%AC%D9%85%D9%8A%D8%B9+%D8%A7%D9%84%D9%85%D9%88%D8%A7%D8%AF+%D8%A3%D9%85+%D8%AF%D8%AD%D9%88%D9%85%E2%80%AD/data=!4m7!3m6!1s0x3e2f09005914ed55:0xd7a4ae7ab8497b4f!8m2!3d24.5677353!4d46.7795531!16s%2Fg%2F11vw_vlv91!19sChIJVe0UWQAJLz4RT3tJuHqupNc?authuser=0&hl=ar&rclk=1,مُدرِّسة جميع المواد أم دحوم,5.0,(14),رياض أطفال,055 801 6879,الدار البيضاء,,جنوب الرياض
https://www.google.com/maps/place/%D8%B9%D8%A7%D9%8A%D9%84%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f09daaaf8e7db:0xc3ee438d5170b1bc!8m2!3d24.572062!4d46.7876003!16s%2Fg%2F11v0gvb8wq!19sChIJ2-f4qtoJLz4RvLFwUY1D7sM?authuser=0&hl=ar&rclk=1,عايلة,,,حضانة أطفال,,الدار البيضاء,,جنوب الرياض
https://www.google.com/maps/place/%D8%A7%D9%83%D8%A7%D8%AF%D9%8A%D9%85%D9%8A%D9%87%E2%80%AD/data=!4m7!3m6!1s0x3e2f09003777848b:0xb8ff8b4bfa8b65b8!8m2!3d24.56325!4d46.7914587!16s%2Fg%2F11vr0h5d_v!19sChIJi4R3NwAJLz4RuGWL-kuL_7g?authuser=0&hl=ar&rclk=1,اكاديميه,,,رياض أطفال,,الدار البيضاء,,جنوب الرياض
https://www.google.com/maps/place/%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D9%85%D9%86%D8%B2%D9%84%D9%8A%D9%87+%F0%9F%91%A9%F0%9F%8F%BB%E2%80%8D%F0%9F%8D%BC%E2%80%AD/data=!4m7!3m6!1s0x3e2f099e00d5b0f3:0x3937f015f0feb6d0!8m2!3d24.5643314!4d46.7941228!16s%2Fg%2F11pf8h6pnv!19sChIJ87DVAJ4JLz4R0Lb-8BXwNzk?authuser=0&hl=ar&rclk=1,حضانة منزليه 👩🏻‍🍼,4.5,(16),حضانة أطفال,057 218 6076,الدار البيضاء,,جنوب الرياض
https://www.google.com/maps/place/%D8%AD%D8%B6%D8%A7%D9%86%D9%87+%D9%85%D9%86%D8%B2%D9%84%D9%8A%D9%87+%D8%A7%D9%84%D8%AF%D8%A7%D8%B1+%D8%A7%D9%84%D8%A8%D9%8A%D8%B6%D8%A7%D8%A1+%D8%B4%D8%A7%D8%B1%D8%B9+%D8%A8%D9%86+%D8%AD%D8%AC%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x3e2f097c5e2e9b0b:0x6a9eebb24f59606a!8m2!3d24.5567697!4d46.7793466!16s%2Fg%2F11gdgy3hn0!19sChIJC5suXnwJLz4RamBZT7Lrnmo?authuser=0&hl=ar&rclk=1,حضانه منزليه الدار البيضاء شارع بن حجر,3.0,(2),حضانة أطفال,,الدار البيضاء,,جنوب الرياض
https://www.google.com/maps/place/%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D8%A7%D9%84%D8%B7%D9%81%D9%84+%D8%A7%D9%84%D8%B3%D8%B9%D9%8A%D8%AF+%D8%A7%D9%84%D8%AF%D8%A7%D8%B1+%D8%A7%D9%84%D8%A8%D9%8A%D8%B6%D8%A7%D8%A1%E2%80%AD/data=!4m7!3m6!1s0x3e2f0b5c5220b925:0xd2aa7d6486dbf4f9!8m2!3d24.5518612!4d46.7778486!16s%2Fg%2F11g4csmyyg!19sChIJJbkgUlwLLz4R-fTbhmR9qtI?authuser=0&hl=ar&rclk=1,حضانة الطفل السعيد الدار البيضاء,4.0,(4),مدرسة,055 334 6458,الدار البيضاء,,جنوب الرياض
https://www.google.com/maps/place/%D8%B1%D9%88%D8%B6%D8%A9+158+%D8%A8%D8%AD%D9%8A+%D8%A7%D9%84%D9%85%D9%86%D8%B5%D9%88%D8%B1%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f09265388863b:0x55e5781f1a681c1c!8m2!3d24.6151974!4d46.7545073!16s%2Fg%2F11q3wnh0f9!19sChIJO4aIUyYJLz4RHBxoGh945VU?authuser=0&hl=ar&rclk=1,روضة 158 بحي المنصورة,3.8,(13),رياض أطفال,050 044 1651,المنصورة,,جنوب الرياض
https://www.google.com/maps/place/%D9%88%D8%A7%D8%AF%D9%8A+%D8%A7%D9%84%D8%AC%D9%8A%D8%AD%E2%80%AD/data=!4m7!3m6!1s0x3e2f0f002ff2b6b3:0x158b00f71bab480d!8m2!3d24.6138204!4d46.7424771!16s%2Fg%2F11vrw_sgs8!19sChIJs7byLwAPLz4RDUirG_cAixU?authuser=0&hl=ar&rclk=1,وادي الجيح,5.0,(1),حضانة أطفال,055 436 6418,المنصورة,,جنوب الرياض
https://www.google.com/maps/place/Cute/data=!4m7!3m6!1s0x3e2f0f86822fa049:0x5b52b24fee2354ae!8m2!3d24.5990997!4d46.7446226!16s%2Fg%2F11p0vswsw9!19sChIJSaAvgoYPLz4RrlQj7k-yUls?authuser=0&hl=ar&rclk=1,Cute,1.5,(2),رياض أطفال,,المنصورة,,جنوب الرياض
https://www.google.com/maps/place/Rainbow+kids+kindergarten+%2B+pre+school/data=!4m7!3m6!1s0x3e2f056e7530bed9:0x31cda73e8ee958ef!8m2!3d24.6697955!4d46.7083114!16s%2Fg%2F11kjzn3ywm!19sChIJ2b4wdW4FLz4R71jpjj6nzTE?authuser=0&hl=ar&rclk=1,Rainbow kids kindergarten + pre school,5.0,(8),حضانة أطفال,055 435 9143,المربع,,جنوب الرياض
https://www.google.com/maps/place/%D8%B1%D9%88%D8%B6%D8%A9+%D8%B3%D9%85%D8%A7+%D8%A8%D9%8A%D8%A8%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e2f050066ca7595:0xbc0a2e7de06779c6!8m2!3d24.6411759!4d46.7054666!16s%2Fg%2F11ld3l93pv!19sChIJlXXKZgAFLz4Rxnln4H0uCrw?authuser=0&hl=ar&rclk=1,روضة سما بيبي,,,رياض أطفال,,المربع,,جنوب الرياض
https://www.google.com/maps/place/%D9%85%D8%AF%D8%A7%D8%B1%D8%B3+%D8%A3%D8%B6%D9%88%D8%A7%D8%A1+%D8%A7%D9%84%D8%A2%D9%81%D8%A7%D9%82+%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f0515d1062547:0x5e5d2c91f767ee46!8m2!3d24.6552907!4d46.7125128!16s%2Fg%2F11ks6bltww!19sChIJRyUG0RUFLz4RRu5n95EsXV4?authuser=0&hl=ar&rclk=1,مدارس أضواء الآفاق العالمية,3.8,(58),حضانة أطفال,055 174 0233,المربع,,جنوب الرياض
