url,Name,Rates,Reviews,Type,Phone,Neighborhood,Website,direction,Latitude,Longitude
https://www.google.com/maps/place/%D8%A7%D9%84%D8%B1%D9%88%D8%B6%D8%A9+14+%D8%A8%D8%AD%D9%8A+%D8%A7%D9%84%D8%B9%D9%82%D9%8A%D9%82%E2%80%AD/data=!4m7!3m6!1s0x3e2ee3f9ffd01897:0x853d4ab6b47e35b5!8m2!3d24.7826456!4d46.6229431!16s%2Fg%2F11rww91lm_!19sChIJlxjQ__njLj4RtTV-tLZKPYU?authuser=0&hl=ar&rclk=1,الروضة 14 بحي العقيق,4.3,28,رياض أطفال,053 288 5460,العقيق,No Website,شمال الرياض,24.7826456,46.6229431
https://www.google.com/maps/place/%D8%B1%D9%88%D8%B6%D8%A9+%D8%A8%D8%B1%D8%A7%D8%B9%D9%85+%D8%A7%D9%84%D8%A7%D8%AC%D9%8A%D8%A7%D9%84+%D8%A7%D9%84%D8%A7%D9%87%D9%84%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2ee3bad6878883:0xd12d167877c89c90!8m2!3d24.7751742!4d46.6213138!16s%2Fg%2F11c554vyh4!19sChIJg4iH1rrjLj4RkJzId3gWLdE?authuser=0&hl=ar&rclk=1,روضة براعم الاجيال الاهلية,4.1,40,حضانة أطفال,055 658 6787,العقيق,No Website,شمال الرياض,24.7751742,46.6213138
https://www.google.com/maps/place/Bambino+%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D8%A8%D8%A7%D9%85%D8%A8%D9%8A%D9%86%D9%88%E2%80%AD/data=!4m7!3m6!1s0x3e2ee357f5dc380d:0x5b7ad38001b33ffe!8m2!3d24.7748688!4d46.6367825!16s%2Fg%2F11rxqhvm33!19sChIJDTjc9VfjLj4R_j-zAYDTels?authuser=0&hl=ar&rclk=1,Bambino حضانة بامبينو,4.5,56,حضانة أطفال,055 926 2849,العقيق,No Website,شمال الرياض,24.7748688,46.6367825
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D8%B1%D9%83%D8%A7%D9%86+%D8%A7%D9%84%D9%86%D9%85%D9%88+%D9%84%D9%84%D8%B1%D8%B9%D8%A7%D9%8A%D8%A9+%D8%A7%D9%84%D9%86%D9%87%D8%A7%D8%B1%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2ee3481767e0f7:0x1b65ba2940e4778b!8m2!3d24.7742527!4d46.6203801!16s%2Fg%2F11tx6hr14k!19sChIJ9-BnF0jjLj4Ri3fkQCm6ZRs?authuser=0&hl=ar&rclk=1,مركز اركان النمو للرعاية النهارية,4.7,95,مركز لرعاية الأطفال,053 504 0211,العقيق,https://alnumo.com/,شمال الرياض,24.7742527,46.6203801
https://www.google.com/maps/place/%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D8%B9%D8%A7%D9%84%D9%85+%D8%A7%D9%84%D9%86%D9%87%D8%A7%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x3e2ee59cbf9bcd23:0x70b068d6bf7643f0!8m2!3d24.8086711!4d46.6137634!16s%2Fg%2F11j0d3ll6h!19sChIJI82bv5zlLj4R8EN2v9ZosHA?authuser=0&hl=ar&rclk=1,حضانة عالم النهار,4.4,84,حضانة,9200 22756,العقيق,https://instagram.com/mysecondhome?igshid=ftwq9ovq8yr5,شمال الرياض,24.8086711,46.6137634
https://www.google.com/maps/place/%D9%85%D8%AF%D8%A7%D8%B1%D8%B3+%D8%A7%D9%84%D9%85%D9%88%D8%B3%D9%88%D8%B9%D8%A9+%D8%A7%D9%84%D8%B1%D8%A7%D8%A6%D8%AF%D8%A9+%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2ee39ee7457a79:0x7c5f7296fdce6eed!8m2!3d24.7871016!4d46.6274558!16s%2Fg%2F11cs2wcl55!19sChIJeXpF557jLj4R7W7O_ZZyX3w?authuser=0&hl=ar&rclk=1,مدارس الموسوعة الرائدة الأهلية,4.1,101,مدرسة عامة,055 597 2681,العقيق,https://instagram.com/almawsouah?igshid=YmMyMTA2M2Y=,شمال الرياض,24.7871016,46.6274558
https://www.google.com/maps/place/%D9%85%D8%AF%D8%B1%D8%B3%D8%A9+%D8%BA%D8%AF%D9%8A+%D8%A7%D9%84%D9%85%D8%B4%D8%B1%D9%82+%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2ee33d567c9b9f:0xad5039f2a0ff78ef!8m2!3d24.7892011!4d46.6314187!16s%2Fg%2F11tc_xz30x!19sChIJn5t8Vj3jLj4R73j_oPI5UK0?authuser=0&hl=ar&rclk=1,مدرسة غدي المشرق الأهلية,4.0,51,مدرسة,056 918 2699,العقيق,No Website,شمال الرياض,24.7892011,46.6314187
https://www.google.com/maps/place/%D9%85%D8%AF%D8%B1%D8%B3%D8%A9+%D8%B1%D8%A7%D9%8A%D8%A9+%D8%A7%D9%84%D8%A7%D8%A8%D8%AF%D8%A7%D8%B9+%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85%D9%8A%D8%A9+%D8%A8%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%85+%D8%A7%D9%84%D9%85%D9%86%D8%AA%D8%B3%D9%88%D8%B1%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e2ee3a5033f3015:0x8eaacf529245a8f9!8m2!3d24.7758369!4d46.6243736!16s%2Fg%2F11c1wwsr37!19sChIJFTA_A6XjLj4R-ahFklLPqo4?authuser=0&hl=ar&rclk=1,مدرسة راية الابداع العالمية بالنظام المنتسوري,4.0,81,مدرسة,055 502 4680,العقيق,https://www.facebook.com/Red-Noses-Montessori-Schools-913378758718375/,شمال الرياض,24.7758369,46.6243736
https://www.google.com/maps/place/%D9%85%D8%AF%D8%B1%D8%B3%D8%A9+%D8%B4%D8%AE%D8%B5%D9%8A%D8%AA%D9%8A+%D8%A7%D9%84%D9%85%D8%A8%D8%AF%D8%B9%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2ee3614d35a9bd:0x2561f63047fe814d!8m2!3d24.7823016!4d46.6286053!16s%2Fg%2F11tc8m01b6!19sChIJvak1TWHjLj4RTYH-RzD2YSU?authuser=0&hl=ar&rclk=1,مدرسة شخصيتي المبدعة,4.1,25,مدرسة,055 808 1959,العقيق,No Website,شمال الرياض,24.7823016,46.6286053
https://www.google.com/maps/place/%D8%B1%D9%88%D8%B6%D8%A9+%D9%A7%D9%A1%E2%80%AD/data=!4m7!3m6!1s0x3e2ee39c138699b9:0x69ed684e99dd2393!8m2!3d24.7905366!4d46.6287811!16s%2Fg%2F11c1q946h7!19sChIJuZmGE5zjLj4RkyPdmU5o7Wk?authuser=0&hl=ar&rclk=1,روضة ٧١,4.4,73,رياض أطفال,055 370 1027,العقيق,No Website,شمال الرياض,24.7905366,46.6287811
https://www.google.com/maps/place/%D9%85%D8%AF%D8%A7%D8%B1%D8%B3+%D8%A7%D9%84%D9%86%D8%AE%D9%84%D8%A9+%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2ee39c668650e5:0x300e499a36988435!8m2!3d24.7916564!4d46.6283191!16s%2Fg%2F11b7k28hmk!19sChIJ5VCGZpzjLj4RNYSYNppJDjA?authuser=0&hl=ar&rclk=1,مدارس النخلة الأهلية,4.0,81,رياض أطفال,054 690 2599,العقيق,No Website,شمال الرياض,24.7916564,46.6283191
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2%D8%A7%D9%84%D8%AD%D8%AF%D9%8A%D9%82%D8%A9+%D8%A7%D9%84%D8%AD%D9%8A%D8%A9+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A7%D8%B7%D9%81%D8%A7%D9%84+%D8%AD%D9%8A+%D8%A7%D9%84%D9%86%D8%B1%D8%AC%D8%B3%E2%80%AD/data=!4m7!3m6!1s0x3e2ee552e2d5de15:0x1a0e416fb7d8ffd1!8m2!3d24.8566245!4d46.6539981!16s%2Fg%2F11x2wdsyhj!19sChIJFd7V4lLlLj4R0f_Yt29BDho?authuser=0&hl=ar&rclk=1,مركزالحديقة الحية لضيافة الاطفال حي النرجس,4.4,7,حضانة أطفال,053 374 9816,العارض,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjq8NvV9oaMAxVfkIMHHQ2gHo0YABAHGgJlZg&co=1&gclid=Cj0KCQjwhMq-BhCFARIsAGvo0Kd8RujsqnptfDUzDTLPZphZyn1njATzZfco_wgYySozCQb6h3iE_hYaAs1_EALw_wcB&ohost=www.google.com&cid=CAESVuD2KVB85tsiUZPI_FR03Vm1zImN_diC0a5x4YpvxMUqUrtPGSHWBlRleNjekhL2Mzxr7o95qdJNuQkTb0x3X7AlnpWQZRx7HpD7ZnCQNdvhMuAYA-c6&sig=AOD64_1Z6wbul67y44uoYrR2bNx73qyFdg&adurl&q&ctype=99,شمال الرياض,24.8566245,46.6539981
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D9%86%D9%85%D9%88+%D8%A7%D9%84%D9%85%D8%B9%D8%B1%D9%81%D8%A9+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2eef4210a09503:0xf4e23c1a0bf7849c!8m2!3d24.8832899!4d46.6033177!16s%2Fg%2F11t2t0_96f!19sChIJA5WgEELvLj4RnIT3Cxo84vQ?authuser=0&hl=ar&rclk=1,مركز نمو المعرفة لضيافة الأطفال,4.2,84,حضانة أطفال,053 181 8983,العارض,https://www.instagram.com/numo_c22,شمال الرياض,24.8832899,46.6033177
https://www.google.com/maps/place/%D8%AD%D8%B6%D8%A7%D9%86%D9%87+%D8%A7%D9%8A%D9%85%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e2ee574c015034b:0xedbc846048e26b6f!8m2!3d24.8610351!4d46.6339379!16s%2Fg%2F11sv568q74!19sChIJSwMVwHTlLj4Rb2viSGCEvO0?authuser=0&hl=ar&rclk=1,حضانه ايمي,5.0,18,حضانة أطفال,055 854 5714,العارض,No Website,شمال الرياض,24.8610351,46.6339379
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D8%AD%D8%AF%D9%8A%D9%82%D8%A9+%D8%A7%D9%84%D8%AD%D9%8A%D9%87+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A7%D8%B7%D9%81%D8%A7%D9%84+%28+%D9%85%D8%B3%D8%A7%D8%B1+%D9%88%D8%B7%D9%86%D9%8A+%D9%88%D8%B9%D8%A7%D9%84%D9%85%D9%8A%29+%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D9%88+%D8%B1%D9%88%D8%B6%D8%A9+%D9%88+%D9%86%D8%A7%D8%AF%D9%8A+%D8%A8%D8%B9%D8%AF+%D8%A7%D9%84%D9%85%D8%AF%D8%B1%D8%B3%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2eefd34ec4ea53:0x59833a68e27e3e19!8m2!3d24.877209!4d46.6019259!16s%2Fg%2F11kpy___qt!19sChIJU-rETtPvLj4RGT5-4mg6g1k?authuser=0&hl=ar&rclk=1,مركز الحديقة الحيه لضيافة الاطفال ( مسار وطني وعالمي) حضانة و روضة و نادي بعد المدرسة,3.9,58,حضانة أطفال,050 873 7486,العارض,https://instagram.com/living.garden.riyadh?igshid=NTc4MTIwNjQ2YQ==,شمال الرياض,24.877209,46.6019259
https://www.google.com/maps/place/%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D8%A8%D9%8A%D8%AA+%D8%A7%D9%84%D8%B7%D9%81%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2ee57f61e9f913:0x597f61f201cddb3b!8m2!3d24.8672231!4d46.6111788!16s%2Fg%2F11sd_z7q63!19sChIJE_npYX_lLj4RO9vNAfJhf1k?authuser=0&hl=ar&rclk=1,حضانة بيت الطفل,4.2,24,حضانة أطفال,053 265 7995,العارض,No Website,شمال الرياض,24.8672231,46.6111788
https://www.google.com/maps/place/%D8%B1%D9%88%D8%B6%D8%A9+%D9%88+%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D9%85%D8%AF%D9%8A%D9%86%D8%A9+%D8%A7%D9%84%D8%B7%D9%81%D9%84+%D8%A7%D9%84%D8%A7%D9%87%D9%84%D9%8A%D8%A9+-+%D8%A7%D9%84%D8%B9%D8%A7%D8%B1%D8%B6%E2%80%AD/data=!4m7!3m6!1s0x3e2ee5aa951ab42b:0x93ccce20df0f00d6!8m2!3d24.877415!4d46.6229812!16s%2Fg%2F11vbw6qw66!19sChIJK7QalarlLj4R1gAP3yDOzJM?authuser=0&hl=ar&rclk=1,روضة و حضانة مدينة الطفل الاهلية - العارض,4.5,68,حضانة أطفال,053 505 4569,العارض,https://t.snapchat.com/hjDQmIYu,شمال الرياض,24.877415,46.6229812
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%B9%D8%A7%D9%84%D9%85+%D8%A7%D9%84%D8%B7%D9%81%D9%84+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2efcf8118ca443:0x1c11629f707b048!8m2!3d24.8031351!4d46.7085079!16s%2Fg%2F11c5s_3ly6!19sChIJQ6SMEfj8Lj4RSLAH9ykWwQE?authuser=0&hl=ar&rclk=1,مركز عالم الطفل لضيافة الأطفال,4.2,71,حضانة,055 364 0310,الفلاح,https://www.instagram.com/childworld1?igsh=aDF4eGd2ZW41bmd1,شمال الرياض,24.8031351,46.7085079
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%B1%D8%AD%D9%84%D8%A9+%D8%A7%D9%84%D8%B7%D9%81%D9%88%D9%84%D8%A9+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84+%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2efdbf222f48fb:0x5e400678b3530d5a!8m2!3d24.7971031!4d46.7055816!16s%2Fg%2F11t73j2h05!19sChIJ-0gvIr_9Lj4RWg1Ts3gGQF4?authuser=0&hl=ar&rclk=1,مركز رحلة الطفولة لضيافة الأطفال الأهلية,4.3,24,حضانة أطفال,054 891 4131,الفلاح,https://beacons.ai/childhoodjourney,شمال الرياض,24.7971031,46.7055816
https://www.google.com/maps/place/%D8%B1%D9%88%D8%B6%D8%A9+%D8%AF%D9%88%D8%AD%D8%A9+%D8%A7%D9%84%D9%85%D8%AC%D8%AF+%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2efd48f0556c97:0x5fdb50bf752fe854!8m2!3d24.789958!4d46.7042267!16s%2Fg%2F11fmvl7nc3!19sChIJl2xV8Ej9Lj4RVOgvdb9Q218?authuser=0&hl=ar&rclk=1,روضة دوحة المجد الأهلية,4.0,87,مدرسة,055 983 3184,الفلاح,https://my-little-world-123.my.canva.site/,شمال الرياض,24.789958,46.7042267
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D9%81%D8%B5%D9%84+%D8%A7%D9%84%D8%B1%D8%A8%D9%8A%D8%B9+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2efdc8a4f6e705:0x583eab7df2418fea!8m2!3d24.8021084!4d46.7033822!16s%2Fg%2F11tgd_hs9j!19sChIJBef2pMj9Lj4R6o9B8n2rPlg?authuser=0&hl=ar&rclk=1,مركز فصل الربيع لضيافة الأطفال,4.8,25,حضانة أطفال,055 701 2070,الفلاح,https://sites.google.com/view/ssdaycare,شمال الرياض,24.8021084,46.7033822
https://www.google.com/maps/place/%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D8%A3%D8%B7%D9%81%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2efd580686aa1d:0xe053326c44c9daf8!8m2!3d24.795441!4d46.7044624!16s%2Fg%2F11h2389n9x!19sChIJHaqGBlj9Lj4R-NrJRGwyU-A?authuser=0&hl=ar&rclk=1,حضانة أطفال,2.5,4,مدرسة,No Phone,الفلاح,No Website,شمال الرياض,24.795441,46.7044624
https://www.google.com/maps/place/%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D8%A8%D9%8A%D8%AA%D9%8A+%D8%A7%D9%84%D8%AF%D8%A7%D9%81%D8%A6%E2%80%AD/data=!4m7!3m6!1s0x3e2efc5a08871667:0xce16eaa449aeda4a!8m2!3d24.8066098!4d46.7130605!16s%2Fg%2F11bzvcs_9r!19sChIJZxaHCFr8Lj4RStquSaTqFs4?authuser=0&hl=ar&rclk=1,حضانة بيتي الدافئ,3.3,29,حضانة أطفال,011 455 6669,الفلاح,No Website,شمال الرياض,24.8066098,46.7130605
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%AA%D9%83%D8%A8%D8%B1+%D9%85%D8%B9%D8%A7%D9%86%D8%A7+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A7%D8%B7%D9%81%D8%A7%D9%84+%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2ee71a2dc3635d:0x63359cd343d3444b!8m2!3d24.817751!4d46.58746!16s%2Fg%2F11s7lx3bc3!19sChIJXWPDLRrnLj4RS0TTQ9OcNWM?authuser=0&hl=ar&rclk=1,مركز تكبر معانا لضيافة الاطفال الأهلية,4.6,34,حضانة أطفال,053 814 0037,القيران,No Website,شمال الرياض,24.817751,46.58746
https://www.google.com/maps/place/%D8%A7%D9%84%D9%85%D9%83%D8%A7%D9%86+%D8%A7%D9%84%D8%A3%D9%81%D8%B6%D9%84+%D9%84%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2ee7a22738b8a3:0x5d78a6b3e17b7b9d!8m2!3d24.8252592!4d46.5910916!16s%2Fg%2F11kpyj349_!19sChIJo7g4J6LnLj4RnXt74bOmeF0?authuser=0&hl=ar&rclk=1,المكان الأفضل لحضانة الأطفال,4.7,35,حضانة أطفال,054 310 1507,القيران,No Website,شمال الرياض,24.8252592,46.5910916
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D9%81%D8%B1%D8%A7%D8%B4%D8%A7%D8%AA+%D8%A7%D9%84%D9%82%D9%8A%D8%B1%D9%88%D8%A7%D9%86+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2ee7cc45e6399f:0x449565c3173c3f67!8m2!3d24.8295518!4d46.5604155!16s%2Fg%2F11stg_5709!19sChIJnznmRcznLj4RZz88F8NllUQ?authuser=0&hl=ar&rclk=1,مركز فراشات القيروان لضيافة الأطفال,4.4,5,حضانة أطفال,053 509 0227,القيران,No Website,شمال الرياض,24.8295518,46.5604155
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84+%D9%81%D9%8A+%D8%AA%D9%88%D8%AC%D8%A7%D9%86+%D9%83%D9%85%D8%A8%D8%A7%D9%88%D9%86%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x3e2ee9fe4109caab:0xdbaf061d307bdfe0!8m2!3d24.8664539!4d46.5828715!16s%2Fg%2F11ksl46nw4!19sChIJq8oJQf7pLj4R4N97MB0Gr9s?authuser=0&hl=ar&rclk=1,مركز الأطفال في توجان كمباوند,5.0,5,حضانة أطفال,059 199 3835,القيران,No Website,شمال الرياض,24.8664539,46.5828715
