url,Name,Rates,Reviews,Type,Phone,Website,Neighborhood,direction
https://www.google.com/maps/place/%D9%85%D8%AF%D8%B1%D8%B3%D8%A9+%D8%B1%D9%88%D8%B6%D8%A9+55%E2%80%AD/data=!4m7!3m6!1s0x3e2efe04bdf72bd9:0x1d6b8d9c529e9ec!8m2!3d24.7791295!4d46.7563232!16s%2Fg%2F11gbz9_nsk!19sChIJ2Sv3vQT-Lj4R7Okpxdm41gE?authuser=0&hl=ar&rclk=1,مدرسة روضة 55,2.9,(13),رياض أطفال,011 277 1603,,الحمراء,شرق الرياض
https://www.google.com/maps/place/Bedayaat+Nursery+Ishbilia+-+%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D8%A8%D8%AF%D8%A7%D9%8A%D8%A7%D8%AA+%D8%A7%D8%B4%D8%A8%D9%8A%D9%84%D9%8A%D8%A7%E2%80%AD/data=!4m7!3m6!1s0x3e2f01db47acfe7b:0x81f2c567a6519d3f!8m2!3d24.7792244!4d46.7739193!16s%2Fg%2F11kr7pm6pc!19sChIJe_6sR9sBLz4RP51RpmfF8oE?authuser=0&hl=ar&rclk=1,Bedayaat Nursery Ishbilia - حضانة بدايات اشبيليا,3.9,(22),حضانة,9200 16605,https://www.bedayaat.com.sa/,الحمراء,شرق الرياض
https://www.google.com/maps/place/%D9%88%D8%A7%D8%A6%D9%84+%D8%A7%D9%84%D8%B3%D8%B9%D8%AF%D9%88%D9%86+%D9%84%D8%A7%D9%82%D9%85+8%E2%80%AD/data=!4m7!3m6!1s0x3e2f030016c751d3:0xe232c0bd0dd88206!8m2!3d24.7662451!4d46.7475567!16s%2Fg%2F11w8qjh9kc!19sChIJ01HHFgADLz4RBoLYDb3AMuI?authuser=0&hl=ar&rclk=1,وائل السعدون لاقم 8,,,حضانة أطفال,,,الحمراء,شرق الرياض
https://www.google.com/maps/place/%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D9%83%D9%8A%D8%AF%D8%B2+%D8%A8%D8%A7%D8%B1%D9%83+%D8%A7%D9%84%D8%AC%D8%B2%D9%8A%D8%B1%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f07bd49780b4d:0x523fc06c106ab012!8m2!3d24.6664375!4d46.8049375!16s%2Fg%2F11gg6gr63q!19sChIJTQt4Sb0HLz4RErBqEGzAP1I?authuser=0&hl=ar&rclk=1,حضانة كيدز بارك الجزيرة,4.5,(36),مدرسة,055 099 1559,,الجزيرة,شرق الرياض
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A3%D8%AD%D8%B6%D8%A7%D9%86+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A7%D8%B7%D9%81%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2f075e328bcd77:0x663ef11754389270!8m2!3d24.677018!4d46.8004005!16s%2Fg%2F11f8jk3rf_!19sChIJd82LMl4HLz4RcJI4VBfxPmY?authuser=0&hl=ar&rclk=1,مركز أحضان لضيافة الاطفال,4.6,(104),حضانة أطفال,050 637 3737,,الجزيرة,شرق الرياض
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D8%B3%D9%88%D8%B3%D9%86+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A7%D8%B7%D9%81%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2f07f45899c289:0xed00230818712bc4!8m2!3d24.6707541!4d46.7954522!16s%2Fg%2F11fb0_837s!19sChIJicKZWPQHLz4RxCtxGAgjAO0?authuser=0&hl=ar&rclk=1,مركز السوسن لضيافة الاطفال,3.0,(120),حضانة أطفال,056 582 4604,,الجزيرة,شرق الرياض
https://www.google.com/maps/place/%D8%AC%D8%B2%D9%8A%D8%B1%D8%A9+%D8%A7%D9%84%D8%B5%D8%BA%D8%A7%D8%B1+%D8%A7%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84+%D9%85%D8%AF%D8%B9%D9%88%D9%85+%D9%85%D9%86+%D9%82%D8%B1%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f070000c5c007:0x39b718c4f3b90d61!8m2!3d24.7015178!4d46.8129523!16s%2Fg%2F11w7m31qd5!19sChIJB8DFAAAHLz4RYQ2588QYtzk?authuser=0&hl=ar&rclk=1,جزيرة الصغار الضيافة الأطفال مدعوم من قرة,5.0,(12),حضانة أطفال,050 577 3316,,الجزيرة,شرق الرياض
https://www.google.com/maps/place/%D8%A7%D9%84%D8%B1%D9%88%D8%B6%D8%A9+68%E2%80%AD/data=!4m7!3m6!1s0x3e2f0705b4dbc787:0x2d27664a4216cce5!8m2!3d24.6786347!4d46.7934505!16s%2Fg%2F11c56dtr1t!19sChIJh8fbtAUHLz4R5cwWQkpmJy0?authuser=0&hl=ar&rclk=1,الروضة 68,4.7,(17),حضانة أطفال,011 270 6023,,الجزيرة,شرق الرياض
https://www.google.com/maps/place/%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D9%86%D8%AC%D9%88%D9%85+%D8%A7%D9%84%D8%AC%D8%B2%D9%8A%D8%B1%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f0191ba2155a5:0xa816e5b7fd9fb581!8m2!3d24.7776933!4d46.7868573!16s%2Fg%2F11l1ys23n4!19sChIJpVUhupEBLz4RgbWf_bflFqg?authuser=0&hl=ar&rclk=1,حضانة نجوم الجزيرة,3.4,(5),حضانة أطفال,,,الجزيرة,شرق الرياض
https://www.google.com/maps/place/%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D8%B7%D9%81%D9%84+%D8%A7%D9%84%D8%AC%D8%B2%D9%8A%D8%B1%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f07714b8ed02f:0xcf19167622baca72!8m2!3d24.6772152!4d46.8004193!16s%2Fg%2F11t40qs5_v!19sChIJL9COS3EHLz4Rcsq6InYWGc8?authuser=0&hl=ar&rclk=1,حضانة طفل الجزيرة,4.0,(1),مدرسة,,,الجزيرة,شرق الرياض
https://www.google.com/maps/place/%D8%AD%D8%B6%D8%A7%D9%86%D9%87+%D9%85%D9%8A%D9%84%D8%A7%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x3e2f071f045aff15:0xa0a10fad5cda3603!8m2!3d24.6726029!4d46.7869508!16s%2Fg%2F11smjb6lsd!19sChIJFf9aBB8HLz4RAzbaXK0PoaA?authuser=0&hl=ar&rclk=1,حضانه ميلاد,4.9,(11),رياض أطفال,050 639 4877,,الجزيرة,شرق الرياض
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D9%86%D8%AD%D9%88+%D8%A7%D9%84%D9%82%D9%85%D8%A9+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2e555b97f95d57:0xe766f1028bb67004!8m2!3d24.8488812!4d46.8834482!16s%2Fg%2F11t80c3y_1!19sChIJV135l1tVLj4RBHC2iwLxZuc?authuser=0&hl=ar&rclk=1,مركز نحو القمة لضيافة الأطفال,3.5,(37),حضانة أطفال,050 799 1930,,الجنادرية,شرق الرياض
https://www.google.com/maps/place/%D8%A7%D8%B3%D9%8A%D9%84+%D8%A7%D9%84%D8%B7%D9%81%D9%88%D9%84%D8%A9+%D9%81%D8%B1%D8%B9+%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D9%84%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e2e55391c3e0b2b:0xf909ea564e27dd96!8m2!3d24.838339!4d46.8763025!16s%2Fg%2F11vc2kmqj8!19sChIJKws-HDlVLj4Rlt0nTlbqCfk?authuser=0&hl=ar&rclk=1,اسيل الطفولة فرع المعالي,4.4,(41),رياض أطفال,055 291 7772,,الجنادرية,شرق الرياض
https://www.google.com/maps/place/%D8%B1%D9%88%D8%B6%D9%87%E2%80%AD/data=!4m7!3m6!1s0x3e2fab93424ef8f3:0xd0c16c370e296362!8m2!3d24.804329!4d46.8643676!16s%2Fg%2F11khz7yxb5!19sChIJ8_hOQpOrLz4RYmMpDjdswdA?authuser=0&hl=ar&rclk=1,روضه,4.0,(2),رياض أطفال,,,الجنادرية,شرق الرياض
https://www.google.com/maps/place/%D8%A7%D9%84%D8%B1%D9%88%D8%B6%D8%A9+99+%D8%A8%D9%86%D8%A7%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x3e2e55eae20e32b5:0x284531f33755b774!8m2!3d24.8092525!4d46.8559801!16s%2Fg%2F11kj_ky933!19sChIJtTIO4upVLj4RdLdVN_MxRSg?authuser=0&hl=ar&rclk=1,الروضة 99 بنات,2.3,(9),رياض أطفال,,,الجنادرية,شرق الرياض
https://www.google.com/maps/place/%D9%85%D8%AF%D8%B1%D8%B3%D8%A9+%D9%85%D9%86%D9%8A%D8%B1%D8%A9+%D8%A8%D9%86%D8%AA+%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87+%D8%A7%D9%84%D8%B1%D9%88%D9%8A%D8%AA%D8%B9+%D8%A7%D9%84%D9%86%D8%B3%D8%A7%D8%A6%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2e558e70baa7dd:0x40c433530e748e2b!8m2!3d24.8387315!4d46.8763034!16s%2Fg%2F11rmq9424p!19sChIJ3ae6cI5VLj4RK450DlMzxEA?authuser=0&hl=ar&rclk=1,مدرسة منيرة بنت عبدالله الرويتع النسائية,4.4,(29),حضانة أطفال,050 173 1396,,الجنادرية,شرق الرياض
https://www.google.com/maps/place/%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D9%86%D9%85%D8%A7%D8%A1+%D8%A7%D9%84%D8%B7%D9%81%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2f018c3f2a8271:0x7903a89a13083506!8m2!3d24.7624375!4d46.7980625!16s%2Fg%2F11fl07_rls!19sChIJcYIqP4wBLz4RBjUIE5qoA3k?authuser=0&hl=ar&rclk=1,حضانة نماء الطفل,4.9,(156),حضانة أطفال,058 071 7202,,الخليج,شرق الرياض
https://www.google.com/maps/place/%D9%85%D9%86%D8%AA%D8%B3%D9%88%D8%B1%D9%89+%D9%87%D8%A7%D9%88%D8%B3%E2%80%AD/data=!4m7!3m6!1s0x3e2f01ea82051333:0x2fe2fbc2d186173!8m2!3d24.7793482!4d46.8111487!16s%2Fg%2F11k9h_x6sm!19sChIJMxMFguoBLz4Rc2EYLbwv_gI?authuser=0&hl=ar&rclk=1,منتسورى هاوس,4.6,(76),حضانة أطفال,055 713 4837,https://www.instagram.com/montessori_house_?igsh=MW1nbmc4NzRybGx5ZQ==,الخليج,شرق الرياض
https://www.google.com/maps/place/%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D8%A7%D9%84%D9%86%D8%AE%D8%A8%D8%A9+%D9%84%D9%84%D8%B7%D9%81%D9%88%D9%84%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f010af601c703:0xa3829dc9009b8d1!8m2!3d24.7723069!4d46.8081457!16s%2Fg%2F11kqfqm6ft!19sChIJA8cB9goBLz4R0bgJkNwpOAo?authuser=0&hl=ar&rclk=1,حضانة النخبة للطفولة,4.1,(99),حضانة أطفال,050 036 0777,https://www.facebook.com/Eliteacademy365?mibextid=LQQJ4d,الخليج,شرق الرياض
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A3%D8%A8%D9%86%D8%A7%D8%A6%D9%8A+%D8%A7%D9%84%D8%BA%D8%A7%D9%84%D9%8A%D9%86+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2f01c55c3b4427:0xdab427750eee9853!8m2!3d24.7743021!4d46.7948584!16s%2Fg%2F11tb5sjy6h!19sChIJJ0Q7XMUBLz4RU5juDnUntNo?authuser=0&hl=ar&rclk=1,مركز أبنائي الغالين لضيافة الأطفال,4.6,(29),حضانة أطفال,055 201 1608,https://instagram.com/beloved2kids?igshid=YTY2NzY3YTc=,الخليج,شرق الرياض
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A3%D9%84%D9%88%D8%A7%D9%86%D9%8A+%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A3%D8%B7%D9%81%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2f01c1b829124f:0x1c2ee5a3efe21103!8m2!3d24.7756981!4d46.8138013!16s%2Fg%2F11t0vsd21t!19sChIJTxIpuMEBLz4RAxHi76PlLhw?authuser=0&hl=ar&rclk=1,مركز ألواني ضيافة أطفال,4.2,(50),حضانة أطفال,055 414 6539,,الخليج,شرق الرياض
https://www.google.com/maps/place/%D8%BA%D9%8A%D9%85%D8%A9+%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%82%D8%A8%D9%84+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2f017805694c17:0x8711edeacdbf4fcf!8m2!3d24.7812927!4d46.8040119!16s%2Fg%2F11kqw7bgbj!19sChIJF0xpBXgBLz4Rz0-_zertEYc?authuser=0&hl=ar&rclk=1,غيمة المستقبل لضيافة الأطفال,5.0,(11),مدرسة تعليمية متخصصة,053 838 5008,https://wa.me/message/YF6MRYRIFVXPD1,الخليج,شرق الرياض
https://www.google.com/maps/place/%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D8%B3%D9%86%D8%A7%D8%A8%D9%84+%D9%83%D9%8A%D8%AF%D8%B2%E2%80%AD/data=!4m7!3m6!1s0x3e2f0100517c974f:0xbc9c8d29ec5092a9!8m2!3d24.7711532!4d46.793156!16s%2Fg%2F11w8clh_qg!19sChIJT5d8UQABLz4RqZJQ7CmNnLw?authuser=0&hl=ar&rclk=1,حضانة سنابل كيدز,5.0,(2),حضانة أطفال,053 789 2517,,الخليج,شرق الرياض
https://www.google.com/maps/place/%D8%B1%D9%88%D8%B6%D8%A9+%D8%A7%D9%84%D9%85%D8%AE%D8%AA%D8%B1%D8%B9+%D8%A7%D9%84%D8%B5%D8%BA%D9%8A%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x3e2f01b0b11481f1:0x19d201b6b9a2c0b!8m2!3d24.7605346!4d46.7923558!16s%2Fg%2F11s686r_gw!19sChIJ8YEUsbABLz4RCyyaaxsgnQE?authuser=0&hl=ar&rclk=1,روضة المخترع الصغير,2.3,(6),حضانة أطفال,050 093 8774,,الخليج,شرق الرياض
https://www.google.com/maps/place/%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D9%86%D8%AC%D9%88%D9%85+%D8%A7%D9%84%D8%AC%D8%B2%D9%8A%D8%B1%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f0191ba2155a5:0xa816e5b7fd9fb581!8m2!3d24.7776933!4d46.7868573!16s%2Fg%2F11l1ys23n4!19sChIJpVUhupEBLz4RgbWf_bflFqg?authuser=0&hl=ar&rclk=1,حضانة نجوم الجزيرة,3.4,(5),حضانة أطفال,,,الخليج,شرق الرياض
https://www.google.com/maps/place/%D8%B1%D9%88%D8%B6%D9%87+%D8%A7%D9%84%D9%81%D9%84%D8%A7%D8%AD%E2%80%AD/data=!4m7!3m6!1s0x3e2f004dbcc0d725:0x71e56ef77794693e!8m2!3d24.7582402!4d46.7896021!16s%2Fg%2F11csbp_wsp!19sChIJJdfAvE0ALz4RPmmUd_du5XE?authuser=0&hl=ar&rclk=1,روضه الفلاح,4.0,(14),مدرسة خاصة,,,الخليج,شرق الرياض
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D8%A7%D9%87%D8%AA%D9%85%D8%A7%D9%85+%D8%A3%D9%85+%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2f0101faa0ae75:0xdd514b836c713a7b!8m2!3d24.7626003!4d46.7963377!16s%2Fg%2F11fqbmtxnm!19sChIJda6g-gEBLz4RezpxbINLUd0?authuser=0&hl=ar&rclk=1,مركز حضانة اهتمام أم الأهلي لضيافة الأطفال,4.3,(42),حضانة أطفال,057 075 8656,https://instagram.com/mom.care15?igshid=YmMyMTA2M2Y=,الخليج,شرق الرياض
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D8%B4%D8%B1%D8%A7%D9%82%D8%A9+%D8%A7%D9%84%D8%A8%D8%B1%D8%A7%D8%B9%D9%85+%D8%A7%D9%84%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e2f012580e2d27f:0xa5139918ea91279e!8m2!3d24.7716827!4d46.804618!16s%2Fg%2F11lf070c_c!19sChIJf9LigCUBLz4RnieR6hiZE6U?authuser=0&hl=ar&rclk=1,مركز اشراقة البراعم التعليمي,4.0,(4),حضانة أطفال,050 269 7324,https://www.facebook.com/profile.php?id=61563317966707,الخليج,شرق الرياض
https://www.google.com/maps/place/%D9%85%D8%AF%D8%A7%D8%B1%D8%B3+%D9%85%D9%86%D8%A7%D8%B1%D8%A7%D8%AA+%D8%A7%D9%84%D8%AE%D9%84%D9%8A%D8%AC+%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f01003951dec1:0xbfafed7b26c8ca58!8m2!3d24.7660913!4d46.7915704!16s%2Fg%2F11w8r7mtjv!19sChIJwd5ROQABLz4RWMrIJnvtr78?authuser=0&hl=ar&rclk=1,مدارس منارات الخليج العالمية,4.8,(27),حضانة أطفال,059 339 7090,,الخليج,شرق الرياض
https://www.google.com/maps/place/%D8%A7%D9%84%D8%B1%D9%88%D8%B6%D8%A9+64%E2%80%AD/data=!4m7!3m6!1s0x3e2f017b5100db97:0x68dc4dca09afc37!8m2!3d24.7662673!4d46.7917029!16s%2Fg%2F11rpz2_2sc!19sChIJl9sAUXsBLz4RN_yaoNzEjQY?authuser=0&hl=ar&rclk=1,الروضة 64,3.7,(26),رياض أطفال,056 439 7068,,الخليج,شرق الرياض
https://www.google.com/maps/place/%D8%AA%D9%85+%D8%A7%D9%84%D8%A7%D9%81%D8%AA%D8%AA%D8%A7%D8%AD+the+first+step+%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D9%85%D9%86%D8%B2%D9%84%D9%8A%D8%A9+%D9%84%D9%84%D8%A7%D8%B7%D9%81%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2f0103e1b4f8bd:0x9ed0ba7494c15fab!8m2!3d24.7800204!4d46.8179002!16s%2Fg%2F11y1h_cr6p!19sChIJvfi04QMBLz4Rq1_BlHS60J4?authuser=0&hl=ar&rclk=1,تم الافتتاح the first step حضانة منزلية للاطفال,5.0,(2),حضانة أطفال,053 137 2903,,الخليج,شرق الرياض
https://www.google.com/maps/place/%D8%B1%D9%88%D8%B6%D8%A9+%D8%A8%D8%B1%D8%A7%D8%B9%D9%85+%D8%B1%D9%88%D8%A7%D8%AF+%D8%A7%D9%84%D8%AE%D9%84%D9%8A%D8%AC+%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2ee461f75c4503:0xe6047295408289ef!8m2!3d24.8186831!4d46.6320332!16s%2Fg%2F11cms__rck!19sChIJA0Vc92HkLj4R74mCQJVyBOY?authuser=0&hl=ar&rclk=1,روضة براعم رواد الخليج الدولية,3.5,(107),مدرسة,9200 08376,https://www.rowad-alkhaleej.edu.sa/,الخليج,شرق الرياض
https://www.google.com/maps/place/%D8%A7%D9%84%D8%B1%D9%88%D8%B6%D8%A9+%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2faa86ccc2ead5:0x30fa1a226dedb28f!8m2!3d24.7649248!4d46.8301532!16s%2Fg%2F11dx9h2g5v!19sChIJ1erCzIaqLz4Rj7LtbSIa-jA?authuser=0&hl=ar&rclk=1,الروضة الثانية,2.9,(32),حضانة أطفال,050 781 3790,,الخليج,شرق الرياض
https://www.google.com/maps/place/CareBears+Preschool/data=!4m7!3m6!1s0x3e2f010048da9995:0x99f046ff4bf5a17e!8m2!3d24.7779206!4d46.7873456!16s%2Fg%2F11y4y1l0tc!19sChIJlZnaSAABLz4RfqH1S_9G8Jk?authuser=0&hl=ar&rclk=1,CareBears Preschool,,,حضانة أطفال,,https://www.instagram.com/carebearsriyadh?igsh=Y2E3empiNWwyaW9x,الخليج,شرق الرياض
